User_ID,Session_ID,Event,Timestamp,Device,Region,Channel,Product_Category,Revenue,Bounce_Flag
USR00026,SES00026,Checkout,2025-10-28 01:39:26,Desktop,East,Organic,Fashion,0.0,No
USR00026,SES00026,Purchase,2025-10-28 01:44:26,Desktop,South,Google Ads,Fashion,522.19,No
USR00027,SES00027,Browse,2025-10-03 10:08:55,Mobile,South,Social Media,Beauty,0.0,Yes
USR00028,SES00028,Browse,2025-10-11 06:44:35,Tablet,North,Google Ads,Home,0.0,Yes
USR00028,SES00028,Add to Cart,2025-10-11 06:48:35,Mobile,North,Email,Fashion,0.0,Yes
USR00029,SES00029,Browse,2025-10-11 00:33:01,Tablet,North,Google Ads,Beauty,0.0,Yes
USR00030,SES00030,Browse,2025-10-09 04:13:16,Tablet,South,Organic,Fashion,0.0,Yes
USR00030,SES00030,Add to Cart,2025-10-09 04:18:16,Desktop,West,Organic,Home,0.0,Yes
USR00031,SES00031,Browse,2025-10-31 06:41:07,Tablet,East,Email,Fashion,0.0,No
USR00031,SES00031,Add to Cart,2025-10-31 06:43:07,Mobile,South,Social Media,Fashion,0.0,No
USR00031,SES00031,Checkout,2025-10-31 06:48:07,Mobile,North,Social Media,Home,0.0,No
USR00031,SES00031,Purchase,2025-10-31 06:53:07,Desktop,West,Google Ads,Electronics,952.45,No
USR00032,SES00032,Browse,2025-10-03 09:29:58,Mobile,North,Organic,Sports,0.0,Yes
USR00032,SES00032,Add to Cart,2025-10-03 09:32:58,Tablet,North,Organic,Electronics,0.0,Yes
USR00033,SES00033,Browse,2025-10-23 03:47:12,Tablet,West,Email,Beauty,0.0,No
USR00033,SES00033,Add to Cart,2025-10-23 03:52:12,Tablet,East,Email,Electronics,0.0,No
USR00033,SES00033,Checkout,2025-10-23 03:54:12,Tablet,South,Google Ads,Beauty,0.0,No
USR00033,SES00033,Purchase,2025-10-23 03:57:12,Tablet,South,Social Media,Fashion,1266.22,No
USR00034,SES00034,Browse,2025-10-23 03:01:18,Desktop,North,Google Ads,Sports,0.0,Yes
USR00034,SES00034,Add to Cart,2025-10-23 03:06:18,Mobile,South,Google Ads,Electronics,0.0,Yes
USR00034,SES00034,Checkout,2025-10-23 03:10:18,Mobile,South,Organic,Fashion,0.0,Yes
USR00035,SES00035,Browse,2025-10-24 17:17:11,Desktop,East,Social Media,Electronics,0.0,Yes
USR00035,SES00035,Add to Cart,2025-10-24 17:20:11,Desktop,South,Organic,Fashion,0.0,Yes
USR00035,SES00035,Checkout,2025-10-24 17:23:11,Tablet,East,Social Media,Beauty,0.0,Yes
USR00036,SES00036,Browse,2025-10-23 23:31:34,Tablet,South,Organic,Fashion,0.0,Yes
USR00036,SES00036,Add to Cart,2025-10-23 23:35:34,Tablet,South,Organic,Electronics,0.0,Yes
USR00037,SES00037,Browse,2025-10-04 18:02:46,Mobile,West,Google Ads,Home,0.0,Yes
USR00038,SES00038,Browse,2025-10-05 05:36:37,Tablet,North,Google Ads,Beauty,0.0,Yes
USR00038,SES00038,Add to Cart,2025-10-05 05:40:37,Tablet,South,Email,Fashion,0.0,Yes
USR00039,SES00039,Browse,2025-10-24 12:49:39,Desktop,East,Email,Sports,0.0,Yes
USR00039,SES00039,Add to Cart,2025-10-24 12:54:39,Mobile,South,Organic,Electronics,0.0,Yes
USR00039,SES00039,Checkout,2025-10-24 12:58:39,Desktop,East,Social Media,Electronics,0.0,Yes
USR00040,SES00040,Browse,2025-10-13 06:39:58,Desktop,South,Organic,Electronics,0.0,Yes
USR00041,SES00041,Browse,2025-10-22 17:52:09,Desktop,North,Organic,Beauty,0.0,Yes
USR00041,SES00041,Add to Cart,2025-10-22 17:54:09,Desktop,South,Email,Home,0.0,Yes
USR00041,SES00041,Checkout,2025-10-22 17:56:09,Mobile,South,Email,Fashion,0.0,Yes
USR00042,SES00042,Browse,2025-10-02 02:00:46,Tablet,North,Social Media,Fashion,0.0,Yes
USR00043,SES00043,Browse,2025-10-17 21:54:14,Tablet,East,Email,Fashion,0.0,Yes
USR00043,SES00043,Add to Cart,2025-10-17 21:57:14,Mobile,West,Email,Home,0.0,Yes
USR00044,SES00044,Browse,2025-10-26 13:37:42,Tablet,East,Google Ads,Beauty,0.0,Yes
USR00044,SES00044,Add to Cart,2025-10-26 13:42:42,Tablet,West,Email,Beauty,0.0,Yes
USR00045,SES00045,Browse,2025-10-11 02:37:09,Tablet,North,Email,Beauty,0.0,Yes
USR00046,SES00046,Browse,2025-10-03 15:34:30,Tablet,East,Email,Electronics,0.0,Yes
USR00046,SES00046,Add to Cart,2025-10-03 15:38:30,Mobile,South,Google Ads,Sports,0.0,Yes
USR00047,SES00047,Browse,2025-10-03 01:06:41,Mobile,East,Organic,Electronics,0.0,Yes
USR00048,SES00048,Browse,2025-10-16 18:22:12,Tablet,South,Email,Electronics,0.0,Yes
USR00048,SES00048,Add to Cart,2025-10-16 18:27:12,Tablet,West,Google Ads,Sports,0.0,Yes
USR00048,SES00048,Checkout,2025-10-16 18:32:12,Mobile,North,Google Ads,Fashion,0.0,Yes
USR00049,SES00049,Browse,2025-10-31 08:49:27,Tablet,East,Email,Electronics,0.0,Yes
USR00049,SES00049,Add to Cart,2025-10-31 08:51:27,Tablet,West,Social Media,Home,0.0,Yes
USR00050,SES00050,Browse,2025-10-14 11:45:39,Tablet,South,Organic,Home,0.0,Yes
USR00050,SES00050,Add to Cart,2025-10-14 11:49:39,Mobile,East,Social Media,Sports,0.0,Yes
USR00050,SES00050,Checkout,2025-10-14 11:54:39,Mobile,North,Organic,Fashion,0.0,Yes
USR00051,SES00051,Browse,2025-10-05 01:07:33,Tablet,North,Google Ads,Home,0.0,Yes
USR00052,SES00052,Browse,2025-10-15 16:03:13,Mobile,East,Social Media,Home,0.0,Yes
USR00053,SES00053,Browse,2025-10-16 06:56:30,Mobile,East,Google Ads,Electronics,0.0,Yes
USR00053,SES00053,Add to Cart,2025-10-16 06:59:30,Mobile,North,Email,Fashion,0.0,Yes
USR00053,SES00053,Checkout,2025-10-16 07:01:30,Tablet,West,Social Media,Electronics,0.0,Yes
USR00054,SES00054,Browse,2025-10-09 07:40:27,Desktop,West,Google Ads,Home,0.0,Yes
USR00054,SES00054,Add to Cart,2025-10-09 07:45:27,Tablet,South,Organic,Home,0.0,Yes
USR00055,SES00055,Browse,2025-10-06 07:54:15,Tablet,West,Google Ads,Electronics,0.0,Yes
USR00055,SES00055,Add to Cart,2025-10-06 07:59:15,Desktop,North,Google Ads,Home,0.0,Yes
USR00056,SES00056,Browse,2025-10-12 03:30:45,Tablet,North,Email,Sports,0.0,Yes
USR00057,SES00057,Browse,2025-10-11 13:12:04,Tablet,South,Social Media,Beauty,0.0,Yes
USR00058,SES00058,Browse,2025-10-18 16:04:50,Mobile,South,Organic,Beauty,0.0,Yes
USR00058,SES00058,Add to Cart,2025-10-18 16:08:50,Tablet,East,Google Ads,Home,0.0,Yes
USR00058,SES00058,Checkout,2025-10-18 16:11:50,Tablet,South,Organic,Electronics,0.0,Yes
USR00059,SES00059,Browse,2025-10-17 21:18:06,Mobile,South,Email,Fashion,0.0,Yes
USR00060,SES00060,Browse,2025-10-05 23:25:11,Tablet,West,Organic,Sports,0.0,No
USR00060,SES00060,Add to Cart,2025-10-05 23:28:11,Tablet,North,Google Ads,Fashion,0.0,No
USR00060,SES00060,Checkout,2025-10-05 23:32:11,Mobile,West,Organic,Sports,0.0,No
USR00060,SES00060,Purchase,2025-10-05 23:35:11,Tablet,North,Organic,Electronics,260.14,No
USR00061,SES00061,Browse,2025-10-02 19:18:58,Tablet,West,Social Media,Beauty,0.0,Yes
USR00061,SES00061,Add to Cart,2025-10-02 19:23:58,Desktop,East,Email,Beauty,0.0,Yes
USR00062,SES00062,Browse,2025-10-28 19:04:39,Desktop,South,Email,Sports,0.0,No
USR00062,SES00062,Add to Cart,2025-10-28 19:09:39,Mobile,West,Email,Fashion,0.0,No
USR00062,SES00062,Checkout,2025-10-28 19:12:39,Tablet,East,Email,Electronics,0.0,No
USR00062,SES00062,Purchase,2025-10-28 19:17:39,Tablet,South,Google Ads,Sports,1112.26,No
USR00063,SES00063,Browse,2025-10-04 06:45:35,Mobile,West,Google Ads,Electronics,0.0,Yes
USR00064,SES00064,Browse,2025-10-03 20:40:36,Tablet,West,Email,Sports,0.0,Yes
USR00064,SES00064,Add to Cart,2025-10-03 20:45:36,Mobile,West,Organic,Fashion,0.0,Yes
USR00065,SES00065,Browse,2025-10-24 18:03:46,Tablet,South,Email,Electronics,0.0,Yes
USR00066,SES00066,Browse,2025-10-29 04:45:18,Tablet,North,Email,Electronics,0.0,Yes
USR00066,SES00066,Add to Cart,2025-10-29 04:50:18,Desktop,West,Google Ads,Sports,0.0,Yes
USR00067,SES00067,Browse,2025-10-11 07:31:15,Mobile,West,Email,Beauty,0.0,Yes
USR00067,SES00067,Add to Cart,2025-10-11 07:35:15,Desktop,West,Email,Sports,0.0,Yes
USR00067,SES00067,Checkout,2025-10-11 07:37:15,Tablet,North,Google Ads,Electronics,0.0,Yes
USR00068,SES00068,Browse,2025-10-14 17:49:27,Tablet,South,Social Media,Sports,0.0,Yes
USR00069,SES00069,Browse,2025-10-05 01:15:08,Mobile,West,Email,Electronics,0.0,Yes
USR00069,SES00069,Add to Cart,2025-10-05 01:19:08,Desktop,East,Google Ads,Fashion,0.0,Yes
USR00069,SES00069,Checkout,2025-10-05 01:21:08,Desktop,North,Organic,Fashion,0.0,Yes
USR00070,SES00070,Browse,2025-10-12 02:20:37,Mobile,South,Organic,Electronics,0.0,Yes
USR00071,SES00071,Browse,2025-10-16 17:53:10,Tablet,South,Social Media,Sports,0.0,Yes
USR00071,SES00071,Add to Cart,2025-10-16 17:56:10,Mobile,South,Google Ads,Electronics,0.0,Yes
USR00072,SES00072,Browse,2025-10-12 22:47:11,Tablet,North,Email,Fashion,0.0,No
USR00072,SES00072,Add to Cart,2025-10-12 22:51:11,Desktop,East,Email,Sports,0.0,No
USR00072,SES00072,Checkout,2025-10-12 22:55:11,Desktop,West,Organic,Home,0.0,No
USR00072,SES00072,Purchase,2025-10-12 22:58:11,Desktop,East,Organic,Home,388.54,No
USR00073,SES00073,Browse,2025-10-02 02:53:14,Desktop,North,Organic,Home,0.0,Yes
USR00074,SES00074,Browse,2025-10-31 09:48:16,Desktop,South,Email,Home,0.0,Yes
USR00074,SES00074,Add to Cart,2025-10-31 09:51:16,Desktop,West,Email,Home,0.0,Yes
USR00074,SES00074,Checkout,2025-10-31 09:55:16,Tablet,East,Google Ads,Electronics,0.0,Yes
USR00075,SES00075,Browse,2025-10-19 15:37:20,Desktop,West,Google Ads,Beauty,0.0,Yes
USR00075,SES00075,Add to Cart,2025-10-19 15:42:20,Tablet,East,Organic,Fashion,0.0,Yes
USR00076,SES00076,Browse,2025-10-26 22:20:57,Mobile,West,Social Media,Home,0.0,Yes
USR00076,SES00076,Add to Cart,2025-10-26 22:24:57,Mobile,East,Social Media,Fashion,0.0,Yes
USR00076,SES00076,Checkout,2025-10-26 22:26:57,Desktop,West,Email,Electronics,0.0,Yes
USR00077,SES00077,Browse,2025-10-07 10:52:27,Mobile,North,Organic,Fashion,0.0,Yes
USR00077,SES00077,Add to Cart,2025-10-07 10:56:27,Tablet,East,Email,Electronics,0.0,Yes
USR00078,SES00078,Browse,2025-10-20 03:35:12,Mobile,North,Social Media,Home,0.0,Yes
USR00078,SES00078,Add to Cart,2025-10-20 03:38:12,Desktop,East,Email,Beauty,0.0,Yes
USR00079,SES00079,Browse,2025-10-17 05:29:15,Mobile,South,Google Ads,Fashion,0.0,Yes
USR00080,SES00080,Browse,2025-10-17 08:52:36,Mobile,North,Organic,Sports,0.0,Yes
USR00080,SES00080,Add to Cart,2025-10-17 08:54:36,Mobile,South,Email,Beauty,0.0,Yes
USR00081,SES00081,Browse,2025-10-22 10:06:06,Tablet,East,Social Media,Fashion,0.0,Yes
USR00081,SES00081,Add to Cart,2025-10-22 10:08:06,Mobile,West,Organic,Sports,0.0,Yes
USR00081,SES00081,Checkout,2025-10-22 10:13:06,Tablet,West,Google Ads,Fashion,0.0,Yes
USR00082,SES00082,Browse,2025-10-06 14:39:56,Mobile,West,Organic,Fashion,0.0,Yes
USR00082,SES00082,Add to Cart,2025-10-06 14:41:56,Tablet,South,Google Ads,Electronics,0.0,Yes
USR00083,SES00083,Browse,2025-10-16 23:48:29,Mobile,East,Social Media,Electronics,0.0,Yes
USR00083,SES00083,Add to Cart,2025-10-16 23:53:29,Tablet,North,Email,Sports,0.0,Yes
USR00083,SES00083,Checkout,2025-10-16 23:58:29,Desktop,West,Organic,Beauty,0.0,Yes
USR00084,SES00084,Browse,2025-10-09 08:54:58,Desktop,North,Social Media,Fashion,0.0,Yes
USR00084,SES00084,Add to Cart,2025-10-09 08:58:58,Mobile,West,Email,Beauty,0.0,Yes
USR00084,SES00084,Checkout,2025-10-09 09:02:58,Mobile,North,Email,Fashion,0.0,Yes
USR00085,SES00085,Browse,2025-10-12 15:26:38,Tablet,South,Organic,Electronics,0.0,Yes
USR00085,SES00085,Add to Cart,2025-10-12 15:30:38,Mobile,North,Organic,Sports,0.0,Yes
USR00085,SES00085,Checkout,2025-10-12 15:32:38,Mobile,West,Organic,Electronics,0.0,Yes
USR00086,SES00086,Browse,2025-10-29 09:16:35,Mobile,West,Organic,Fashion,0.0,Yes
USR00087,SES00087,Browse,2025-10-29 14:58:55,Mobile,South,Google Ads,Fashion,0.0,Yes
USR00087,SES00087,Add to Cart,2025-10-29 15:00:55,Desktop,East,Organic,Beauty,0.0,Yes
USR00087,SES00087,Checkout,2025-10-29 15:04:55,Tablet,North,Google Ads,Home,0.0,Yes
USR00088,SES00088,Browse,2025-10-30 05:12:02,Desktop,East,Organic,Fashion,0.0,Yes
USR00088,SES00088,Add to Cart,2025-10-30 05:15:02,Tablet,West,Social Media,Electronics,0.0,Yes
USR00089,SES00089,Browse,2025-10-16 11:10:31,Mobile,East,Google Ads,Home,0.0,Yes
USR00089,SES00089,Add to Cart,2025-10-16 11:13:31,Tablet,North,Google Ads,Beauty,0.0,Yes
USR00090,SES00090,Browse,2025-10-28 06:54:54,Tablet,North,Email,Fashion,0.0,Yes
USR00090,SES00090,Add to Cart,2025-10-28 06:56:54,Mobile,South,Social Media,Home,0.0,Yes
USR00090,SES00090,Checkout,2025-10-28 07:01:54,Mobile,West,Email,Fashion,0.0,Yes
USR00091,SES00091,Browse,2025-10-12 15:30:36,Desktop,East,Email,Home,0.0,Yes
USR00091,SES00091,Add to Cart,2025-10-12 15:32:36,Tablet,East,Google Ads,Home,0.0,Yes
USR00092,SES00092,Browse,2025-10-15 02:28:29,Desktop,South,Google Ads,Home,0.0,Yes
USR00092,SES00092,Add to Cart,2025-10-15 02:32:29,Desktop,East,Social Media,Home,0.0,Yes
USR00093,SES00093,Browse,2025-10-11 16:37:03,Tablet,South,Social Media,Home,0.0,Yes
USR00094,SES00094,Browse,2025-10-13 01:06:18,Mobile,East,Google Ads,Electronics,0.0,Yes
USR00094,SES00094,Add to Cart,2025-10-13 01:10:18,Mobile,West,Social Media,Home,0.0,Yes
USR00095,SES00095,Browse,2025-10-08 17:05:04,Mobile,East,Google Ads,Beauty,0.0,Yes
USR00095,SES00095,Add to Cart,2025-10-08 17:09:04,Tablet,South,Social Media,Beauty,0.0,Yes
USR00095,SES00095,Checkout,2025-10-08 17:11:04,Tablet,East,Google Ads,Electronics,0.0,Yes
USR00096,SES00096,Browse,2025-10-20 16:29:51,Tablet,South,Organic,Fashion,0.0,Yes
USR00096,SES00096,Add to Cart,2025-10-20 16:32:51,Tablet,South,Social Media,Fashion,0.0,Yes
USR00097,SES00097,Browse,2025-10-26 16:37:22,Desktop,North,Email,Electronics,0.0,Yes
USR00097,SES00097,Add to Cart,2025-10-26 16:39:22,Desktop,West,Email,Sports,0.0,Yes
USR00098,SES00098,Browse,2025-10-24 21:26:32,Tablet,East,Google Ads,Electronics,0.0,Yes
USR00099,SES00099,Browse,2025-10-23 00:07:56,Desktop,East,Email,Home,0.0,Yes
USR00100,SES00100,Browse,2025-10-31 13:55:19,Tablet,North,Organic,Home,0.0,Yes
USR00100,SES00100,Add to Cart,2025-10-31 13:58:19,Mobile,East,Email,Beauty,0.0,Yes
USR00101,SES00101,Browse,2025-10-16 04:11:54,Mobile,North,Organic,Home,0.0,Yes
USR00101,SES00101,Add to Cart,2025-10-16 04:14:54,Mobile,South,Organic,Home,0.0,Yes
USR00101,SES00101,Checkout,2025-10-16 04:19:54,Mobile,North,Email,Home,0.0,Yes
USR00102,SES00102,Browse,2025-10-07 15:29:38,Desktop,North,Email,Fashion,0.0,Yes
USR00102,SES00102,Add to Cart,2025-10-07 15:31:38,Tablet,North,Social Media,Electronics,0.0,Yes
USR00103,SES00103,Browse,2025-10-20 12:40:01,Desktop,East,Organic,Home,0.0,Yes
USR00103,SES00103,Add to Cart,2025-10-20 12:43:01,Desktop,West,Social Media,Home,0.0,Yes
USR00104,SES00104,Browse,2025-10-28 10:12:14,Desktop,East,Email,Home,0.0,Yes
USR00105,SES00105,Browse,2025-10-06 20:45:07,Tablet,East,Organic,Beauty,0.0,Yes
USR00106,SES00106,Browse,2025-10-03 08:03:01,Desktop,North,Google Ads,Sports,0.0,Yes
USR00106,SES00106,Add to Cart,2025-10-03 08:07:01,Desktop,West,Organic,Sports,0.0,Yes
USR00107,SES00107,Browse,2025-10-18 10:14:00,Desktop,East,Organic,Home,0.0,No
USR00107,SES00107,Add to Cart,2025-10-18 10:16:00,Desktop,South,Google Ads,Fashion,0.0,No
USR00107,SES00107,Checkout,2025-10-18 10:20:00,Mobile,East,Social Media,Home,0.0,No
USR00107,SES00107,Purchase,2025-10-18 10:24:00,Mobile,West,Google Ads,Home,203.44,No
USR00108,SES00108,Browse,2025-10-07 12:11:53,Desktop,West,Social Media,Beauty,0.0,Yes
USR00109,SES00109,Browse,2025-10-26 15:45:30,Mobile,East,Email,Beauty,0.0,Yes
USR00110,SES00110,Browse,2025-10-03 10:42:16,Mobile,North,Email,Fashion,0.0,Yes
USR00110,SES00110,Add to Cart,2025-10-03 10:46:16,Desktop,North,Email,Beauty,0.0,Yes
USR00111,SES00111,Browse,2025-10-22 20:27:38,Tablet,South,Organic,Electronics,0.0,Yes
USR00112,SES00112,Browse,2025-10-10 00:24:10,Mobile,East,Email,Fashion,0.0,Yes
USR00112,SES00112,Add to Cart,2025-10-10 00:27:10,Tablet,East,Social Media,Home,0.0,Yes
USR00112,SES00112,Checkout,2025-10-10 00:30:10,Desktop,West,Social Media,Home,0.0,Yes
USR00113,SES00113,Browse,2025-10-30 06:54:52,Desktop,South,Organic,Fashion,0.0,Yes
USR00113,SES00113,Add to Cart,2025-10-30 06:56:52,Mobile,North,Social Media,Beauty,0.0,Yes
USR00114,SES00114,Browse,2025-10-02 02:12:28,Mobile,North,Email,Fashion,0.0,Yes
USR00114,SES00114,Add to Cart,2025-10-02 02:15:28,Desktop,East,Email,Sports,0.0,Yes
USR00114,SES00114,Checkout,2025-10-02 02:18:28,Mobile,West,Email,Fashion,0.0,Yes
USR00115,SES00115,Browse,2025-10-09 17:56:46,Tablet,South,Social Media,Beauty,0.0,Yes
USR00115,SES00115,Add to Cart,2025-10-09 18:00:46,Desktop,East,Google Ads,Sports,0.0,Yes
USR00116,SES00116,Browse,2025-10-03 23:26:28,Mobile,North,Google Ads,Electronics,0.0,Yes
USR00116,SES00116,Add to Cart,2025-10-03 23:29:28,Mobile,North,Organic,Fashion,0.0,Yes
USR00117,SES00117,Browse,2025-10-13 10:15:17,Tablet,East,Google Ads,Beauty,0.0,Yes
USR00118,SES00118,Browse,2025-10-21 01:41:46,Tablet,South,Email,Beauty,0.0,Yes
USR00118,SES00118,Add to Cart,2025-10-21 01:46:46,Desktop,North,Email,Sports,0.0,Yes
USR00119,SES00119,Browse,2025-10-24 13:33:36,Tablet,East,Email,Home,0.0,Yes
USR00120,SES00120,Browse,2025-10-18 10:47:11,Tablet,West,Google Ads,Beauty,0.0,Yes
USR00121,SES00121,Browse,2025-10-28 21:46:41,Tablet,West,Organic,Beauty,0.0,Yes
USR00121,SES00121,Add to Cart,2025-10-28 21:48:41,Desktop,North,Google Ads,Beauty,0.0,Yes
USR00122,SES00122,Browse,2025-10-05 04:21:17,Mobile,North,Email,Fashion,0.0,Yes
USR00122,SES00122,Add to Cart,2025-10-05 04:24:17,Tablet,East,Social Media,Home,0.0,Yes
USR00122,SES00122,Checkout,2025-10-05 04:28:17,Tablet,East,Email,Fashion,0.0,Yes
USR00123,SES00123,Browse,2025-10-29 15:50:27,Desktop,South,Organic,Sports,0.0,Yes
USR00123,SES00123,Add to Cart,2025-10-29 15:53:27,Mobile,South,Google Ads,Electronics,0.0,Yes
USR00123,SES00123,Checkout,2025-10-29 15:58:27,Mobile,West,Email,Sports,0.0,Yes
USR00124,SES00124,Browse,2025-10-24 12:15:18,Mobile,South,Organic,Electronics,0.0,Yes
USR00125,SES00125,Browse,2025-10-22 02:41:55,Mobile,South,Email,Electronics,0.0,Yes
USR00125,SES00125,Add to Cart,2025-10-22 02:46:55,Mobile,East,Google Ads,Sports,0.0,Yes
USR00126,SES00126,Browse,2025-10-06 13:51:05,Desktop,North,Email,Electronics,0.0,Yes
USR00126,SES00126,Add to Cart,2025-10-06 13:55:05,Desktop,West,Organic,Sports,0.0,Yes
USR00127,SES00127,Browse,2025-10-12 01:14:02,Desktop,West,Email,Home,0.0,No
